event_code,gid,key,wrong
"180-Use unconventional violence, not specified elsewhere",361,APW_ENG_20090407.0033.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",310,NYT_ENG_20090429.0131.cameo.xml_180_4,
"180-Use unconventional violence, not specified elsewhere",310,NYT_ENG_20090429.0131.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090401.0487.cameo.xml_180_4,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090403.0140.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090326.0545.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090328.0455.cameo.xml_180_4,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090410.0489.cameo.xml_180_2,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090410.0269.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090402.0582.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090410.0269.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090327.0775.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090312.0245.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090317.1032.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090426.0155.cameo.xml_180_0,yes
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090302.0013.cameo.xml_180_5,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090325.0169.cameo.xml_180_6,yes
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090315.0164.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090408.0664.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090324.0433.cameo.xml_180_6,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090324.0903.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090316.0344.cameo.xml_180_2,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090409.0777.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090305.1029.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090325.0499.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090322.0193.cameo.xml_180_2,yes
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090319.0219.cameo.xml_180_4,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090322.0243.cameo.xml_180_3,yes
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090329.0035.cameo.xml_180_1,yes
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090407.0656.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090422.0729.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090425.0138.cameo.xml_180_1,yes
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090311.0256.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090304.0199.cameo.xml_180_2,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090312.0589.cameo.xml_180_1,yes
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090329.0888.cameo.xml_180_2,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090415.0441.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090326.0502.cameo.xml_180_0,yes
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090319.0667.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090311.0646.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090324.1125.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090413.0328.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090316.0255.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090425.0308.cameo.xml_180_4,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090313.0596.cameo.xml_180_4,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090308.0274.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090331.1327.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090423.0481.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090302.0283.cameo.xml_180_2,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090412.0348.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090410.0357.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090305.1239.cameo.xml_180_6,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090318.0042.cameo.xml_180_2,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090414.0509.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090430.1178.cameo.xml_180_2,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090302.0888.cameo.xml_180_9,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090316.0105.cameo.xml_180_4,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090303.0340.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090426.0308.cameo.xml_180_9,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090407.0421.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090317.1158.cameo.xml_180_5,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090417.1369.cameo.xml_180_9,
"180-Use unconventional violence, not specified elsewhere",,NYT_ENG_20090410.0106.cameo.xml_180_0,yes
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090423.0131.cameo.xml_180_2,yes
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090403.0690.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090413.0296.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090423.0351.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090430.0760.cameo.xml_180_6,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090316.0459.cameo.xml_180_7,yes
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090321.0214.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090408.0104.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090406.0608.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090419.0800.cameo.xml_180_2,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090419.0094.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090412.0266.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,NYT_ENG_20090316.0036.cameo.xml_180_8,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090423.0365.cameo.xml_180_4,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090326.0332.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090330.0013.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090328.0024.cameo.xml_180_5,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090412.0266.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,NYT_ENG_20090301.0108.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090426.0295.cameo.xml_180_4,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090304.1371.cameo.xml_180_5,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090330.0642.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090404.0433.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090322.0019.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090409.0477.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090412.0458.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090401.0786.cameo.xml_180_4,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090317.0763.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090311.0963.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090424.0531.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090322.0193.cameo.xml_180_3,yes
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090424.0501.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090322.0243.cameo.xml_180_4,yes
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090409.1377.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090328.0397.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090329.0035.cameo.xml_180_0,yes
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090408.0294.cameo.xml_180_1,yes
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090308.0333.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090421.0247.cameo.xml_180_9,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090317.0855.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090314.0688.cameo.xml_180_3,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090305.0191.cameo.xml_180_15,
"180-Use unconventional violence, not specified elsewhere",,NYT_ENG_20090304.0039.cameo.xml_180_20,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090426.0295.cameo.xml_180_7,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090424.0043.cameo.xml_180_14,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090427.0434.cameo.xml_180_5,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090430.0075.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090415.0161.cameo.xml_180_4,yes
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090327.0004.cameo.xml_180_1,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090403.1303.cameo.xml_180_2,
"180-Use unconventional violence, not specified elsewhere",,NYT_ENG_20090327.0073.cameo.xml_180_0,yes
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090416.0297.cameo.xml_180_2,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090417.1291.cameo.xml_180_2,yes
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090423.1386.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,NYT_ENG_20090426.0018.cameo.xml_180_1,yes
"180-Use unconventional violence, not specified elsewhere",,NYT_ENG_20090316.0191.cameo.xml_180_0,yes
"180-Use unconventional violence, not specified elsewhere",,NYT_ENG_20090308.0039.cameo.xml_180_5,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090428.0975.cameo.xml_180_2,yes
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090428.0975.cameo.xml_180_1,yes
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090327.1092.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090428.0678.cameo.xml_180_0,yes
"180-Use unconventional violence, not specified elsewhere",,NYT_ENG_20090317.0235.cameo.xml_180_6,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090411.0377.cameo.xml_180_6,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090416.0297.cameo.xml_180_3,yes
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090312.0195.cameo.xml_180_4,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090328.0395.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,AFP_ENG_20090426.0225.cameo.xml_180_0,
"180-Use unconventional violence, not specified elsewhere",,APW_ENG_20090421.0399.cameo.xml_180_7,
"145-Protest violently, riot, not specified elsewhere",291,APW_ENG_20090325.0958.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",293,AFP_ENG_20090423.0231.cameo.xml_145_4,
"145-Protest violently, riot, not specified elsewhere",293,AFP_ENG_20090423.0231.cameo.xml_145_5,
"145-Protest violently, riot, not specified elsewhere",293,APW_ENG_20090317.1226.cameo.xml_145_8,
"145-Protest violently, riot, not specified elsewhere",292,APW_ENG_20090413.0200.cameo.xml_145_7,
"145-Protest violently, riot, not specified elsewhere",292,APW_ENG_20090413.0256.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",292,AFP_ENG_20090415.0601.cameo.xml_145_0,
"145-Protest violently, riot, not specified elsewhere",292,AFP_ENG_20090412.0418.cameo.xml_145_4,
"145-Protest violently, riot, not specified elsewhere",292,APW_ENG_20090411.0160.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",292,APW_ENG_20090414.0153.cameo.xml_145_9,
"145-Protest violently, riot, not specified elsewhere",292,APW_ENG_20090417.0216.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",295,APW_ENG_20090410.0435.cameo.xml_145_5,
"145-Protest violently, riot, not specified elsewhere",295,AFP_ENG_20090413.0578.cameo.xml_145_4,
"145-Protest violently, riot, not specified elsewhere",295,APW_ENG_20090407.0708.cameo.xml_145_7,
"145-Protest violently, riot, not specified elsewhere",295,AFP_ENG_20090408.0774.cameo.xml_145_7,
"145-Protest violently, riot, not specified elsewhere",295,APW_ENG_20090408.0188.cameo.xml_145_8,
"145-Protest violently, riot, not specified elsewhere",295,AFP_ENG_20090408.0674.cameo.xml_145_2,
"145-Protest violently, riot, not specified elsewhere",295,AFP_ENG_20090408.0674.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",295,APW_ENG_20090408.0188.cameo.xml_145_7,
"145-Protest violently, riot, not specified elsewhere",295,AFP_ENG_20090413.0578.cameo.xml_145_6,
"145-Protest violently, riot, not specified elsewhere",295,AFP_ENG_20090413.0568.cameo.xml_145_6,
"145-Protest violently, riot, not specified elsewhere",295,AFP_ENG_20090412.0388.cameo.xml_145_5,
"145-Protest violently, riot, not specified elsewhere",294,APW_ENG_20090414.0311.cameo.xml_145_0,
"145-Protest violently, riot, not specified elsewhere",294,APW_ENG_20090421.0064.cameo.xml_145_4,
"145-Protest violently, riot, not specified elsewhere",294,APW_ENG_20090424.0388.cameo.xml_145_6,
"145-Protest violently, riot, not specified elsewhere",294,AFP_ENG_20090413.0568.cameo.xml_145_7,
"145-Protest violently, riot, not specified elsewhere",294,AFP_ENG_20090413.0568.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",294,AFP_ENG_20090415.0701.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",294,APW_ENG_20090414.0271.cameo.xml_145_11,
"145-Protest violently, riot, not specified elsewhere",294,AFP_ENG_20090413.0278.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",294,AFP_ENG_20090412.0018.cameo.xml_145_0,
"145-Protest violently, riot, not specified elsewhere",294,AFP_ENG_20090429.0757.cameo.xml_145_2,
"145-Protest violently, riot, not specified elsewhere",294,APW_ENG_20090414.0153.cameo.xml_145_14,
"145-Protest violently, riot, not specified elsewhere",294,AFP_ENG_20090413.0238.cameo.xml_145_7,
"145-Protest violently, riot, not specified elsewhere",297,AFP_ENG_20090312.0685.cameo.xml_145_2,
"145-Protest violently, riot, not specified elsewhere",296,APW_ENG_20090417.0216.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",296,AFP_ENG_20090326.0802.cameo.xml_145_4,
"145-Protest violently, riot, not specified elsewhere",299,APW_ENG_20090312.0082.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",298,APW_ENG_20090310.0149.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",298,APW_ENG_20090408.0664.cameo.xml_145_0,
"145-Protest violently, riot, not specified elsewhere",298,APW_ENG_20090310.0397.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",301,AFP_ENG_20090319.0219.cameo.xml_145_2,
"145-Protest violently, riot, not specified elsewhere",300,NYT_ENG_20090403.0040.cameo.xml_145_13,
"145-Protest violently, riot, not specified elsewhere",300,AFP_ENG_20090404.0073.cameo.xml_145_6,
"145-Protest violently, riot, not specified elsewhere",300,APW_ENG_20090404.0202.cameo.xml_145_0,
"145-Protest violently, riot, not specified elsewhere",303,AFP_ENG_20090402.0552.cameo.xml_145_5,
"145-Protest violently, riot, not specified elsewhere",303,AFP_ENG_20090402.0552.cameo.xml_145_2,
"145-Protest violently, riot, not specified elsewhere",302,AFP_ENG_20090301.0417.cameo.xml_145_5,
"145-Protest violently, riot, not specified elsewhere",302,APW_ENG_20090403.0356.cameo.xml_145_2,
"145-Protest violently, riot, not specified elsewhere",302,AFP_ENG_20090402.0612.cameo.xml_145_4,
"145-Protest violently, riot, not specified elsewhere",305,AFP_ENG_20090312.0385.cameo.xml_145_5,
"145-Protest violently, riot, not specified elsewhere",305,NYT_ENG_20090316.0036.cameo.xml_145_10,
"145-Protest violently, riot, not specified elsewhere",305,AFP_ENG_20090315.0104.cameo.xml_145_0,
"145-Protest violently, riot, not specified elsewhere",305,AFP_ENG_20090316.0714.cameo.xml_145_2,
"145-Protest violently, riot, not specified elsewhere",304,APW_ENG_20090312.0487.cameo.xml_145_6,
"145-Protest violently, riot, not specified elsewhere",304,NYT_ENG_20090312.0134.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",307,APW_ENG_20090412.0457.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",307,AFP_ENG_20090412.0188.cameo.xml_145_5,
"145-Protest violently, riot, not specified elsewhere",306,AFP_ENG_20090414.0139.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",306,AFP_ENG_20090414.0139.cameo.xml_145_2,
"145-Protest violently, riot, not specified elsewhere",309,APW_ENG_20090307.0413.cameo.xml_145_1,yes
"145-Protest violently, riot, not specified elsewhere",309,APW_ENG_20090307.0645.cameo.xml_145_2,
"145-Protest violently, riot, not specified elsewhere",309,AFP_ENG_20090308.0049.cameo.xml_145_2,
"145-Protest violently, riot, not specified elsewhere",308,AFP_ENG_20090313.0376.cameo.xml_145_5,
"145-Protest violently, riot, not specified elsewhere",308,AFP_ENG_20090313.0326.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",288,AFP_ENG_20090407.0226.cameo.xml_145_10,
"145-Protest violently, riot, not specified elsewhere",288,AFP_ENG_20090407.0226.cameo.xml_145_9,
"145-Protest violently, riot, not specified elsewhere",288,AFP_ENG_20090407.0226.cameo.xml_145_8,
"145-Protest violently, riot, not specified elsewhere",288,AFP_ENG_20090415.0251.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",289,AFP_ENG_20090412.0318.cameo.xml_145_0,
"145-Protest violently, riot, not specified elsewhere",289,AFP_ENG_20090412.0278.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",290,APW_ENG_20090401.1037.cameo.xml_145_5,
"145-Protest violently, riot, not specified elsewhere",290,AFP_ENG_20090402.0552.cameo.xml_145_4,
"145-Protest violently, riot, not specified elsewhere",,AFP_ENG_20090319.0549.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",,APW_ENG_20090406.0321.cameo.xml_145_5,
"145-Protest violently, riot, not specified elsewhere",,APW_ENG_20090328.0798.cameo.xml_145_0,
"145-Protest violently, riot, not specified elsewhere",,AFP_ENG_20090305.0095.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",,AFP_ENG_20090415.5009.cameo.xml_145_0,yes
"145-Protest violently, riot, not specified elsewhere",,AFP_ENG_20090304.0640.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",,APW_ENG_20090328.0798.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",,AFP_ENG_20090420.0021.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",,APW_ENG_20090405.0033.cameo.xml_145_2,yes
"145-Protest violently, riot, not specified elsewhere",,AFP_ENG_20090319.0219.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",,APW_ENG_20090404.0418.cameo.xml_145_0,yes
"145-Protest violently, riot, not specified elsewhere",,APW_ENG_20090404.0418.cameo.xml_145_1,yes
"145-Protest violently, riot, not specified elsewhere",,AFP_ENG_20090324.0428.cameo.xml_145_2,
"145-Protest violently, riot, not specified elsewhere",,NYT_ENG_20090320.0085.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",,AFP_ENG_20090427.0504.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",,APW_ENG_20090316.0904.cameo.xml_145_1,
"145-Protest violently, riot, not specified elsewhere",,AFP_ENG_20090430.0469.cameo.xml_145_3,
"145-Protest violently, riot, not specified elsewhere",,AFP_ENG_20090427.0684.cameo.xml_145_0,
"145-Protest violently, riot, not specified elsewhere",,APW_ENG_20090404.0553.cameo.xml_145_0,yes
"145-Protest violently, riot, not specified elsewhere",,APW_ENG_20090425.0622.cameo.xml_145_1,
"141-Demonstrate or rally, not specified elsewhere",262,AFP_ENG_20090304.0410.cameo.xml_141_6,
"141-Demonstrate or rally, not specified elsewhere",262,AFP_ENG_20090304.0410.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",262,AFP_ENG_20090304.0380.cameo.xml_141_8,
"141-Demonstrate or rally, not specified elsewhere",262,AFP_ENG_20090304.0380.cameo.xml_141_7,
"141-Demonstrate or rally, not specified elsewhere",264,APW_ENG_20090406.0321.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",264,APW_ENG_20090406.0342.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",263,AFP_ENG_20090304.0480.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",263,AFP_ENG_20090308.0239.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",263,APW_ENG_20090304.0774.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",263,APW_ENG_20090305.0191.cameo.xml_141_7,
"141-Demonstrate or rally, not specified elsewhere",263,APW_ENG_20090304.0774.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",263,NYT_ENG_20090304.0039.cameo.xml_141_15,
"141-Demonstrate or rally, not specified elsewhere",266,APW_ENG_20090322.0359.cameo.xml_141_6,
"141-Demonstrate or rally, not specified elsewhere",266,APW_ENG_20090322.0316.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",265,AFP_ENG_20090319.0219.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",265,AFP_ENG_20090325.0499.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",265,AFP_ENG_20090319.0329.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",265,NYT_ENG_20090401.0009.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",265,AFP_ENG_20090319.0219.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",265,AFP_ENG_20090320.0308.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",268,AFP_ENG_20090312.0385.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",268,APW_ENG_20090313.0918.cameo.xml_141_8,
"141-Demonstrate or rally, not specified elsewhere",268,AFP_ENG_20090312.0505.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",267,APW_ENG_20090408.0188.cameo.xml_141_6,
"141-Demonstrate or rally, not specified elsewhere",267,APW_ENG_20090410.0435.cameo.xml_141_2,yes
"141-Demonstrate or rally, not specified elsewhere",267,AFP_ENG_20090408.0674.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",267,NYT_ENG_20090408.0179.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",267,APW_ENG_20090408.0231.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",267,AFP_ENG_20090408.0804.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",267,AFP_ENG_20090408.0774.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",267,APW_ENG_20090407.0708.cameo.xml_141_6,
"141-Demonstrate or rally, not specified elsewhere",267,APW_ENG_20090413.0200.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",267,NYT_ENG_20090408.0179.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",270,AFP_ENG_20090401.0386.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",270,AFP_ENG_20090403.0160.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",270,AFP_ENG_20090423.0231.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",270,APW_ENG_20090430.0760.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",269,APW_ENG_20090424.0333.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",269,APW_ENG_20090423.0914.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",272,AFP_ENG_20090409.0297.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",272,AFP_ENG_20090408.0124.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",272,AFP_ENG_20090410.0129.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",272,AFP_ENG_20090410.0339.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",271,NYT_ENG_20090410.0016.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",271,NYT_ENG_20090410.0016.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",274,AFP_ENG_20090418.0173.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",274,AFP_ENG_20090418.0173.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",273,AFP_ENG_20090326.0802.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",273,AFP_ENG_20090329.0325.cameo.xml_141_8,
"141-Demonstrate or rally, not specified elsewhere",276,AFP_ENG_20090412.0038.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",276,AFP_ENG_20090414.0679.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",276,APW_ENG_20090413.0743.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",276,AFP_ENG_20090413.0578.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",276,APW_ENG_20090414.0153.cameo.xml_141_8,
"141-Demonstrate or rally, not specified elsewhere",276,APW_ENG_20090414.0271.cameo.xml_141_10,
"141-Demonstrate or rally, not specified elsewhere",276,AFP_ENG_20090413.0578.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",275,AFP_ENG_20090401.0486.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",275,AFP_ENG_20090401.0496.cameo.xml_141_0,
